sample_id,elapsed_s,raw_stats
0,0,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (4 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 113/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 133905|UE 1234: ulsch_rounds 95/64/64/64, ulsch_DTX 231, ulsch_errors 62, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 108959, ulsch_total_bytes_received 36896|UE 1234: LCID 4: 104 bytes TX|UE 1234: LCID 4: 52 bytes RX||
46,46,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 641/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 759585|UE 1234: ulsch_rounds 431/130/130/124, ulsch_DTX 231, ulsch_errors 116, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 490031, ulsch_total_bytes_received 362042|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
47,47,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 652/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 772620|UE 1234: ulsch_rounds 437/132/132/125, ulsch_DTX 231, ulsch_errors 117, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 496757, ulsch_total_bytes_received 367807|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
48,48,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (9 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 663/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 785655|UE 1234: ulsch_rounds 445/133/133/126, ulsch_DTX 231, ulsch_errors 117, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 505885, ulsch_total_bytes_received 378184|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX|||
49,49,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 674/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 798690|UE 1234: ulsch_rounds 453/134/134/127, ulsch_DTX 231, ulsch_errors 117, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 514917, ulsch_total_bytes_received 386255|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
50,50,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (12 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 685/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 811725|UE 1234: ulsch_rounds 458/136/136/129, ulsch_DTX 231, ulsch_errors 118, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 520586, ulsch_total_bytes_received 392020|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
51,51,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (13 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 697/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 825945|UE 1234: ulsch_rounds 467/137/137/130, ulsch_DTX 231, ulsch_errors 119, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 530867, ulsch_total_bytes_received 400091|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
52,52,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 705/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 835425|UE 1234: ulsch_rounds 473/138/138/130, ulsch_DTX 231, ulsch_errors 119, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 537689, ulsch_total_bytes_received 407009|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 156 bytes RX||
53,53,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 712/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 843720|UE 1234: ulsch_rounds 477/139/139/131, ulsch_DTX 231, ulsch_errors 120, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 542205, ulsch_total_bytes_received 410468|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
54,54,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 721/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 854385|UE 1234: ulsch_rounds 483/140/140/131, ulsch_DTX 231, ulsch_errors 120, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 549027, ulsch_total_bytes_received 418539|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX||
55,55,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (2 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 732/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 867420|UE 1234: ulsch_rounds 490/142/142/132, ulsch_DTX 231, ulsch_errors 121, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 556906, ulsch_total_bytes_received 424304|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
56,56,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (3 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 743/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 880455|UE 1234: ulsch_rounds 497/143/143/134, ulsch_DTX 231, ulsch_errors 123, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 564881, ulsch_total_bytes_received 431222|UE 1234: LCID 4: 208 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
57,57,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (5 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 755/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 894675|UE 1234: ulsch_rounds 505/144/144/135, ulsch_DTX 231, ulsch_errors 124, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 573913, ulsch_total_bytes_received 438140|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
58,58,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 766/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 907710|UE 1234: ulsch_rounds 511/146/146/137, ulsch_DTX 231, ulsch_errors 125, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 580735, ulsch_total_bytes_received 443905|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
59,59,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 777/58/58/58, dlsch_errors 58, pucch0_DTX 231, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 920745|UE 1234: ulsch_rounds 519/147/147/138, ulsch_DTX 231, ulsch_errors 126, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 589863, ulsch_total_bytes_received 451976|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 208 bytes RX|||
