sample_id,elapsed_s,raw_stats
0,0,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (11 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 420/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 497700|UE 1234: ulsch_rounds 303/105/105/86, ulsch_DTX 237, ulsch_errors 70, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 345039, ulsch_total_bytes_received 267496|UE 1234: LCID 4: 104 bytes TX|UE 1234: LCID 4: 104 bytes RX||
90,90,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (1 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 5966/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7069710|UE 1234: ulsch_rounds 4007/799/798/541, ulsch_DTX 237, ulsch_errors 222, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4549127, ulsch_total_bytes_received 4362952|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
91,91,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6028/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7143180|UE 1234: ulsch_rounds 4050/806/806/545, ulsch_DTX 237, ulsch_errors 223, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4598034, ulsch_total_bytes_received 4411378|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
92,92,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (16 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6089/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7215465|UE 1234: ulsch_rounds 4088/814/814/552, ulsch_DTX 237, ulsch_errors 227, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4641080, ulsch_total_bytes_received 4450580|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
93,93,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (8 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6151/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7288935|UE 1234: ulsch_rounds 4130/822/822/556, ulsch_DTX 237, ulsch_errors 228, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4688738, ulsch_total_bytes_received 4497853|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
94,94,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6212/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7361220|UE 1234: ulsch_rounds 4170/829/829/563, ulsch_DTX 237, ulsch_errors 231, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4734186, ulsch_total_bytes_received 4541667|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
95,95,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6275/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7435875|UE 1234: ulsch_rounds 4211/837/837/569, ulsch_DTX 237, ulsch_errors 234, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4780691, ulsch_total_bytes_received 4584328|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
96,96,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (15 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6337/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7509345|UE 1234: ulsch_rounds 4252/845/845/574, ulsch_DTX 237, ulsch_errors 236, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4827196, ulsch_total_bytes_received 4629295|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
97,97,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (7 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6399/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7582815|UE 1234: ulsch_rounds 4292/853/853/580, ulsch_DTX 237, ulsch_errors 239, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4872548, ulsch_total_bytes_received 4671956|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
98,98,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (14 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6461/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7656285|UE 1234: ulsch_rounds 4337/860/860/583, ulsch_DTX 237, ulsch_errors 240, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4923665, ulsch_total_bytes_received 4722688|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX||
99,99,UE RNTI 1234 (1) PH 0 dB PCMAX 0 dBm, average RSRP -44 (6 meas)|UE 1234: UL-RI 1, TPMI 0|UE 1234: dlsch_rounds 6523/60/60/59, dlsch_errors 59, pucch0_DTX 237, BLER 0.00000 MCS 9|UE 1234: dlsch_total_bytes 7729755|UE 1234: ulsch_rounds 4379/868/868/587, ulsch_DTX 237, ulsch_errors 242, BLER 0.00000 MCS 9|UE 1234: ulsch_total_bytes_scheduled 4971419, ulsch_total_bytes_received 4768808|UE 1234: LCID 4: 260 bytes TX|UE 1234: LCID 4: 260 bytes RX|||
